id,month,year,tkn_mg_l,tot_precip
Big_Otter_Ck,May,2010,0.8066667,74.95
Big_Otter_Ck,May,2011,1.5466666,124.55
Big_Otter_Ck,October,1979,0.62,78.3
Big_Otter_Ck,October,1980,1.02,81.15
Big_Otter_Ck,October,1981,1.2866666,108.925
Big_Otter_Ck,October,1982,0.41,48.875
Big_Otter_Ck,October,1983,0.47,100.95
Big_Otter_Ck,October,1984,0.47666666,47.275
Big_Otter_Ck,October,1988,0.53333336,106.85
Big_Otter_Ck,October,1990,0.93333334,115.125
Big_Otter_Ck,October,1991,0.63,96.575
Big_Otter_Ck,October,1992,1.0466666,57.95
Big_Otter_Ck,October,1994,0.49333334,45.75
Big_Otter_Ck,October,1995,0.62666667,135.875
Big_Otter_Ck,October,2002,0.5833333,64.225
Big_Otter_Ck,October,2003,0.7,96.775
Big_Otter_Ck,October,2004,0.68333334,66.075
Big_Otter_Ck,October,2005,0.5133333,62.975
Big_Otter_Ck,October,2006,1.0266666,137.45
Big_Otter_Ck,October,2007,0.89666665,74.975
Big_Otter_Ck,October,2008,0.5933333,54.7
Big_Otter_Ck,October,2009,0.62666667,100.2
Big_Otter_Ck,October,2010,0.62,56.3
Big_Otter_Ck,October,2011,0.81,117.7
Big_Otter_Ck,September,1979,0.325,53.075
Big_Otter_Ck,September,1980,0.59,91.175
Big_Otter_Ck,September,1981,0.515,151.925
Big_Otter_Ck,September,1982,0.41333333,102.933334
Big_Otter_Ck,September,1983,0.47666666,76.525
Big_Otter_Ck,September,1984,0.8933333,72.3
Big_Otter_Ck,September,1985,0.7033333,79.8
Big_Otter_Ck,September,1986,0.42,196.05
Big_Otter_Ck,September,1988,1.0266666,73.15
Big_Otter_Ck,September,1989,0.47333333,62.075
Big_Otter_Ck,September,1990,0.72333336,104.025
Big_Otter_Ck,September,1991,0.41666666,64.65
Big_Otter_Ck,September,1992,0.87333333,110.525
Big_Otter_Ck,September,1993,0.68333334,100.475
Big_Otter_Ck,September,1994,0.87333333,59.225
Big_Otter_Ck,September,1995,0.38,60.5
Big_Otter_Ck,September,2000,0.56,80.025
Big_Otter_Ck,September,2002,0.37,56.75
Big_Otter_Ck,September,2003,0.6,103.85
Big_Otter_Ck,September,2004,0.31,51.65
Big_Otter_Ck,September,2005,0.77666664,83.725
Big_Otter_Ck,September,2007,0.49,47.075
Big_Otter_Ck,September,2008,0.6533333,99.975
Big_Otter_Ck,September,2009,0.57666665,51.825
Big_Otter_Ck,September,2010,1.1866666,134.425
Bronte_Ck,April,1979,0.505,108.65
Bronte_Ck,April,1980,0.45333332,96.4
Bronte_Ck,April,1981,0.545,72.1
Bronte_Ck,April,1982,0.5083333,50.85
Bronte_Ck,April,1983,0.435,95.5
Bronte_Ck,April,1984,0.5083333,77.1
Bronte_Ck,April,1985,0.415,59.5
Bronte_Ck,April,1986,0.5416667,56.25
Bronte_Ck,April,1987,0.392,55.05
Bronte_Ck,April,1988,0.414,74.075
Bronte_Ck,April,1989,0.572,41.2
Bronte_Ck,April,1990,0.88,69.6
Bronte_Ck,April,1991,0.53,112.275
Bronte_Ck,April,1992,0.73,96.4
Bronte_Ck,April,1993,0.54,101.05
Bronte_Ck,April,1994,0.7075,86.825
Bronte_Ck,April,1996,0.58,102.25
Bronte_Ck,April,2001,0.42,39.175
Bronte_Ck,April,2004,0.52,53.5
Bronte_Ck,April,2005,1.1166667,103.35
Bronte_Ck,April,2007,0.93833333,78.825
Bronte_Ck,April,2008,0.73,55.3
Bronte_Ck,April,2009,0.6275,121.45
Bronte_Ck,April,2010,0.51,52.65
Bronte_Ck,April,2011,0.95,146.225
Bronte_Ck,August,1979,0.6816667,99.85
Bronte_Ck,August,1980,0.65166664,71.675
Bronte_Ck,August,1981,0.6933333,131.75
Bronte_Ck,August,1982,0.765,75.775
Bronte_Ck,August,1983,0.61,52.2
Bronte_Ck,August,1984,0.6566667,122
Bronte_Ck,August,1985,0.58166665,120
Bronte_Ck,August,1986,0.61,92.4
Bronte_Ck,August,1987,0.535,89.625
Bronte_Ck,August,1988,0.51,87.9
Bronte_Ck,August,1989,0.89,40.05
Bronte_Ck,August,1990,0.782,101.25
Bronte_Ck,August,1991,0.668,68.725
Bronte_Ck,August,1992,0.688,105.8
Bronte_Ck,August,1993,0.792,46.175
Bronte_Ck,August,1994,0.624,99.525
Bronte_Ck,August,1995,0.66571426,96.625
Bronte_Ck,August,1996,0.556,44.9
Bronte_Ck,August,1999,0.45555556,68.275
Bronte_Ck,August,2000,0.622,86.425
Bronte_Ck,August,2001,0.5911111,56.875
Bronte_Ck,August,2003,0.5233333,55.775
Bronte_Ck,August,2004,0.42333335,90.25
Bronte_Ck,August,2005,0.48333332,84.6
Bronte_Ck,August,2006,0.43,60.3
Bronte_Ck,August,2007,0.555,81.175
Bronte_Ck,August,2008,0.9,55.65
Bronte_Ck,August,2009,0.8125,89.725
Bronte_Ck,August,2010,0.43,79.65
Bronte_Ck,August,2011,0.43,71.575
Bronte_Ck,July,1979,0.65833336,62.775
Bronte_Ck,July,1980,0.575,139.65
Bronte_Ck,July,1981,0.622,77.925
Bronte_Ck,July,1982,0.54833335,52.25
Bronte_Ck,July,1983,0.56,81.025
Bronte_Ck,July,1984,0.71181816,58.25
Bronte_Ck,July,1985,0.695,81.125
Bronte_Ck,July,1986,0.7033333,103.625
Bronte_Ck,July,1987,0.702,90.475
Bronte_Ck,July,1988,0.639,75.65
Bronte_Ck,July,1989,0.756,58.525
Bronte_Ck,July,1990,0.61,85.825
Bronte_Ck,July,1991,0.72,71.3
Bronte_Ck,July,1992,0.672,143.4
Bronte_Ck,July,1993,1.632,64.175
Bronte_Ck,July,1994,0.688,90.075
Bronte_Ck,July,1995,0.6566667,100.875
Bronte_Ck,July,1996,1.304,95.9
Bronte_Ck,July,2000,0.56,57.075
Bronte_Ck,July,2001,0.505,35.95
Bronte_Ck,July,2002,0.73,53.3
Bronte_Ck,July,2003,0.51666665,75.7
Bronte_Ck,July,2004,0.48,83.375
Bronte_Ck,July,2005,0.455,74.9
Bronte_Ck,July,2006,0.57,109.725
Bronte_Ck,July,2007,0.44,92.825
Bronte_Ck,July,2008,0.54,114.375
Bronte_Ck,July,2009,0.47333333,112.4
Bronte_Ck,July,2010,0.645,83.4
Bronte_Ck,July,2011,0.55,82.45
Bronte_Ck,June,1979,0.6766667,86.4
Bronte_Ck,June,1980,0.5733333,99.15
Bronte_Ck,June,1981,0.58,118.1
Bronte_Ck,June,1982,1.0533333,98.4
Bronte_Ck,June,1983,0.5316667,61.1
Bronte_Ck,June,1984,0.5933333,51.8
Bronte_Ck,June,1985,0.5733333,59.275
Bronte_Ck,June,1986,0.66,97.375
Bronte_Ck,June,1987,1.054,100.45
Bronte_Ck,June,1988,0.628,53.225
Bronte_Ck,June,1989,0.928,88.6
Bronte_Ck,June,1990,0.624,76.25
Bronte_Ck,June,1991,0.606,20.975
Bronte_Ck,June,1992,0.678,59.1
Bronte_Ck,June,1993,0.724,110.25
Bronte_Ck,June,1994,0.708,102.95
Bronte_Ck,June,1995,0.7425,64.9
Bronte_Ck,June,1996,0.656,88.875
Bronte_Ck,June,1997,0.84,62.525
Bronte_Ck,June,2002,0.6166667,100.95
Bronte_Ck,June,2003,0.70666665,67.575
Bronte_Ck,June,2004,0.555,76.775
Bronte_Ck,June,2005,0.42,61.825
Bronte_Ck,June,2006,0.6066667,68
Bronte_Ck,June,2007,0.49,55.55
Bronte_Ck,June,2008,0.7133333,120.9
Bronte_Ck,June,2009,0.505,90.3
Bronte_Ck,June,2010,0.57,147.65
Bronte_Ck,June,2011,0.56,103.425
Bronte_Ck,May,1979,0.7242857,92.325
Bronte_Ck,May,1980,0.5466667,63.675
Bronte_Ck,May,1981,0.56,81.475
Bronte_Ck,May,1982,0.6433333,48.65
Bronte_Ck,May,1983,0.62416667,131.175
Bronte_Ck,May,1984,0.6433333,102.275
Bronte_Ck,May,1985,0.54833335,76.2
Bronte_Ck,May,1986,0.62,93.5
Bronte_Ck,May,1987,0.508,61.125
Bronte_Ck,May,1988,0.76,37.05
Bronte_Ck,May,1989,0.68,92.275
Bronte_Ck,May,1990,0.656,86.675
Bronte_Ck,May,1991,1.031,102.425
Bronte_Ck,May,1992,0.606,61.025
Bronte_Ck,May,1993,0.676,62.375
Bronte_Ck,May,1994,0.65,72.525
Bronte_Ck,May,1995,0.856,95.6
Bronte_Ck,May,1996,0.596,68.525
Bronte_Ck,May,1997,0.52,89.05
Bronte_Ck,May,2003,0.91,132.45
Bronte_Ck,May,2005,0.46666667,28.35
Bronte_Ck,May,2007,0.48,64.05
Bronte_Ck,May,2009,0.52,68.9
Bronte_Ck,May,2010,0.45,74.95
Bronte_Ck,May,2011,0.85,124.55
Bronte_Ck,October,1979,0.69,78.3
Bronte_Ck,October,1980,0.54833335,81.15
Bronte_Ck,October,1981,0.955,108.925
Bronte_Ck,October,1982,0.49166667,48.875
Bronte_Ck,October,1983,0.7183333,100.95
Bronte_Ck,October,1984,0.48,47.275
Bronte_Ck,October,1985,0.5366667,98.1
Bronte_Ck,October,1986,0.55833334,75.325
Bronte_Ck,October,1987,0.514,69.125
Bronte_Ck,October,1988,0.52,106.85
Bronte_Ck,October,1989,0.594,75.625
Bronte_Ck,October,1990,0.538,115.125
Bronte_Ck,October,1991,0.59,96.575
Bronte_Ck,October,1992,0.62,57.95
Bronte_Ck,October,1993,0.61,83.5
Bronte_Ck,October,1994,0.508,45.75
Bronte_Ck,October,1995,0.64,135.875
Bronte_Ck,October,1996,0.6,80.325
Bronte_Ck,October,1997,0.92,62.3
Bronte_Ck,October,1999,0.83,65.875
Bronte_Ck,October,2002,0.65,64.225
Bronte_Ck,October,2003,0.75666666,96.775
Bronte_Ck,October,2004,0.72333336,66.075
Bronte_Ck,October,2005,0.5833333,62.975
Bronte_Ck,October,2006,0.8833333,137.45
Bronte_Ck,October,2007,0.53,74.975
Bronte_Ck,October,2008,0.5966667,54.7
Bronte_Ck,October,2009,0.595,100.2
Bronte_Ck,October,2011,0.61,117.7
Bronte_Ck,September,1979,0.6716667,53.075
Bronte_Ck,September,1980,0.57166666,91.175
Bronte_Ck,September,1981,0.6766667,151.925
Bronte_Ck,September,1982,0.7683333,102.933334
Bronte_Ck,September,1983,0.5366667,76.525
Bronte_Ck,September,1984,0.685,72.3
Bronte_Ck,September,1985,0.53,79.8
Bronte_Ck,September,1986,0.7583333,196.05
Bronte_Ck,September,1987,0.584,122.95
Bronte_Ck,September,1988,0.946,73.15
Bronte_Ck,September,1989,0.658,62.075
Bronte_Ck,September,1990,0.565,104.025
Bronte_Ck,September,1991,0.72,64.65
Bronte_Ck,September,1992,0.67,110.525
Bronte_Ck,September,1993,0.62,100.475
Bronte_Ck,September,1994,0.58,59.225
Bronte_Ck,September,1997,0.56,71.125
Bronte_Ck,September,1999,0.66,96.8
Bronte_Ck,September,2000,0.53333336,80.025
Bronte_Ck,September,2002,0.395,56.75
Bronte_Ck,September,2003,0.8333333,103.85
Bronte_Ck,September,2004,0.38,51.65
Bronte_Ck,September,2005,0.385,83.725
Bronte_Ck,September,2007,0.41,47.075
Bronte_Ck,September,2008,0.61,99.975
Bronte_Ck,September,2009,0.50666666,51.825
Bronte_Ck,September,2010,1.175,134.425
Bronte_Ck,September,2011,0.47666666,136.5
Credit_R,April,1979,0.75545454,108.65
Credit_R,April,1980,1.0208334,96.4
Credit_R,April,1981,0.8441667,72.1
Credit_R,April,1982,0.5923529,50.85
Credit_R,April,1983,0.4472,95.5
Credit_R,April,1984,0.46192306,77.1
Credit_R,April,1985,0.47692308,59.5
Credit_R,April,1986,0.5566667,56.25
Credit_R,April,1987,0.43733335,55.05
Credit_R,April,1988,0.54347825,74.075
Credit_R,April,1989,0.6990909,41.2
Credit_R,April,1990,0.5003448,69.6
Credit_R,April,1991,0.67270833,112.275
Credit_R,April,1992,0.51346153,96.4
Credit_R,April,1993,0.5823333,101.05
Credit_R,April,1994,0.653913,86.825
Credit_R,April,1995,0.63684213,78.575
Credit_R,April,1996,0.4911111,102.25
Credit_R,April,1997,0.45210525,45.575
Credit_R,April,1998,0.516,66.425
Credit_R,April,1999,0.6608,60.325
Credit_R,April,2000,0.50333333,98.725
Credit_R,April,2001,1.1275,39.175
Credit_R,April,2004,0.54933333,53.5
Credit_R,April,2005,0.49333334,103.35
Credit_R,April,2007,0.578,78.825
Credit_R,April,2008,0.5366667,55.3
Credit_R,April,2009,0.584,121.45
Credit_R,April,2010,0.51066667,52.65
Credit_R,April,2011,0.6153333,146.225
Credit_R,August,1979,0.56142855,99.85
Credit_R,August,1980,0.4942857,71.675
Credit_R,August,1981,0.48846152,131.75
Credit_R,August,1982,0.4435294,75.775
Credit_R,August,1983,0.47833332,52.2
Credit_R,August,1984,0.528,122
Credit_R,August,1985,0.6373077,120
Credit_R,August,1986,0.8126923,92.4
Credit_R,August,1987,0.408,89.625
Credit_R,August,1988,0.5361111,87.9
Credit_R,August,1989,0.5669231,40.05
Credit_R,August,1990,0.712,101.25
Credit_R,August,1991,0.53433335,68.725
Credit_R,August,1992,0.6109091,105.8
Credit_R,August,1993,0.62545455,46.175
Credit_R,August,1994,0.72952384,99.525
Credit_R,August,1995,0.60818183,96.625
Credit_R,August,1996,0.5083333,44.9
Credit_R,August,1997,0.7238889,88.675
Credit_R,August,1998,0.6409524,59.85
Credit_R,August,1999,0.595,68.275
Credit_R,August,2000,0.769375,86.425
Credit_R,August,2001,0.75545454,56.875
Credit_R,August,2002,0.76681817,31.875
Credit_R,August,2003,0.528,55.775
Credit_R,August,2004,0.5886667,90.25
Credit_R,August,2005,0.702,84.6
Credit_R,August,2006,0.6026667,60.3
Credit_R,August,2007,0.632,81.175
Credit_R,August,2008,0.55333334,55.65
Credit_R,August,2009,0.648,89.725
Credit_R,August,2010,0.5186667,79.65
Credit_R,August,2011,0.50333333,71.575
Credit_R,July,1979,0.625,62.775
Credit_R,July,1980,0.6337778,139.65
Credit_R,July,1981,0.50384617,77.925
Credit_R,July,1982,0.4292857,52.25
Credit_R,July,1983,0.6088461,81.025
Credit_R,July,1984,0.64615387,58.25
Credit_R,July,1985,0.70933336,81.125
Credit_R,July,1986,0.5915,103.625
Credit_R,July,1987,0.4426923,90.475
Credit_R,July,1988,0.7207692,75.65
Credit_R,July,1989,0.6428846,58.525
Credit_R,July,1990,0.5934615,85.825
Credit_R,July,1991,0.59307694,71.3
Credit_R,July,1992,0.60318184,143.4
Credit_R,July,1993,0.6818182,64.175
Credit_R,July,1994,0.63521737,90.075
Credit_R,July,1995,0.5904,100.875
Credit_R,July,1996,0.47538462,95.9
Credit_R,July,1997,0.6582609,64.775
Credit_R,July,1998,0.724,54.375
Credit_R,July,1999,0.62714285,76.725
Credit_R,July,2000,0.6248,57.075
Credit_R,July,2001,0.77166665,35.95
Credit_R,July,2002,0.74423075,53.3
Credit_R,July,2003,0.53933334,75.7
Credit_R,July,2004,0.572,83.375
Credit_R,July,2005,0.552,74.9
Credit_R,July,2006,0.608,109.725
Credit_R,July,2007,0.656,92.825
Credit_R,July,2008,0.56666666,114.375
Credit_R,July,2009,0.71133333,112.4
Credit_R,July,2010,0.7326667,83.4
Credit_R,July,2011,0.544,82.45
Credit_R,June,1979,0.5492857,86.4
Credit_R,June,1980,0.5275,99.15
Credit_R,June,1981,0.8576923,118.1
Credit_R,June,1982,0.53,98.4
Credit_R,June,1983,0.6246154,61.1
Credit_R,June,1984,0.6292308,51.8
Credit_R,June,1985,0.4872,59.275
Credit_R,June,1986,0.51369566,97.375
Credit_R,June,1987,0.55275863,100.45
Credit_R,June,1988,0.72148,53.225
Credit_R,June,1989,0.6483333,88.6
Credit_R,June,1990,0.659375,76.25
Credit_R,June,1991,0.65,20.975
Credit_R,June,1992,0.5395455,59.1
Credit_R,June,1993,0.6969231,110.25
Credit_R,June,1994,0.77304345,102.95
Credit_R,June,1995,0.6862963,64.9
Credit_R,June,1996,0.5544,88.875
Credit_R,June,1997,0.6513636,62.525
Credit_R,June,1998,0.76916665,70.75
Credit_R,June,1999,0.828,69.975
Credit_R,June,2000,0.66,137.475
Credit_R,June,2001,1.107619,68.525
Credit_R,June,2002,0.675,100.95
Credit_R,June,2003,0.71666664,67.575
Credit_R,June,2004,0.54866666,76.775
Credit_R,June,2005,0.602,61.825
Credit_R,June,2006,0.63266665,68
Credit_R,June,2007,0.64066666,55.55
Credit_R,June,2008,0.6293333,120.9
Credit_R,June,2009,0.56,90.3
Credit_R,June,2010,0.72333336,147.65
Credit_R,June,2011,0.618,103.425
Credit_R,May,1979,0.509375,92.325
Credit_R,May,1980,0.5788889,63.675
Credit_R,May,1981,0.73,81.475
Credit_R,May,1982,0.5582353,48.65
Credit_R,May,1983,0.68038464,131.175
Credit_R,May,1984,0.5223333,102.275
Credit_R,May,1985,0.52783334,76.2
Credit_R,May,1986,0.6143478,93.5
Credit_R,May,1987,0.43307692,61.125
Credit_R,May,1988,0.6830769,37.05
Credit_R,May,1989,0.58590907,92.275
Credit_R,May,1990,0.6383333,86.675
Credit_R,May,1991,0.6026923,102.425
Credit_R,May,1992,0.4909091,61.025
Credit_R,May,1993,0.60588235,62.375
Credit_R,May,1994,0.5781818,72.525
Credit_R,May,1995,0.65913045,95.6
Credit_R,May,1996,0.5181818,68.525
Credit_R,May,1997,0.4942857,89.05
Credit_R,May,1998,0.64458334,51
Credit_R,May,1999,0.76916665,46.1
Credit_R,May,2000,0.60837835,126.975
Credit_R,May,2001,1.4942857,90.675
Credit_R,May,2002,0.77555555,92.75
Credit_R,May,2003,0.62344825,132.45
Credit_R,May,2004,0.60066664,137.375
Credit_R,May,2005,0.5926667,28.35
Credit_R,May,2007,0.57666665,64.05
Credit_R,May,2008,0.608,90.525
Credit_R,May,2009,0.848,68.9
Credit_R,May,2010,0.6533333,74.95
Credit_R,May,2011,0.596,124.55
Credit_R,October,1979,0.52666664,78.3
Credit_R,October,1980,0.56166667,81.15
Credit_R,October,1981,0.5023077,108.925
Credit_R,October,1982,0.41807693,48.875
Credit_R,October,1983,0.385,100.95
Credit_R,October,1984,0.52166665,47.275
Credit_R,October,1985,0.42466667,98.1
Credit_R,October,1986,0.5401923,75.325
Credit_R,October,1987,0.44884616,69.125
Credit_R,October,1988,0.43384615,106.85
Credit_R,October,1989,0.565,75.625
Credit_R,October,1990,0.63,115.125
Credit_R,October,1991,0.46681818,96.575
Credit_R,October,1992,0.51363635,57.95
Credit_R,October,1993,0.544,83.5
Credit_R,October,1994,0.53444445,45.75
Credit_R,October,1995,0.6469565,135.875
Credit_R,October,1996,0.56857145,80.325
Credit_R,October,1997,0.649,62.3
Credit_R,October,1998,0.8176,44.7
Credit_R,October,1999,0.8288889,65.875
Credit_R,October,2000,0.6928,44.975
Credit_R,October,2001,0.634,128.65
Credit_R,October,2002,0.6846667,64.225
Credit_R,October,2003,0.566,96.775
Credit_R,October,2004,0.60466665,66.075
Credit_R,October,2005,0.7126667,62.975
Credit_R,October,2006,0.578,137.45
Credit_R,October,2007,0.576,74.975
Credit_R,October,2008,0.6013333,54.7
Credit_R,October,2009,0.534,100.2
Credit_R,October,2010,0.6946667,56.3
Credit_R,October,2011,0.79866666,117.7
Credit_R,September,1979,0.528,53.075
Credit_R,September,1980,0.62166667,91.175
Credit_R,September,1981,0.40615386,151.925
Credit_R,September,1982,0.50346154,102.933334
Credit_R,September,1983,0.4796154,76.525
Credit_R,September,1984,0.5669231,72.3
Credit_R,September,1985,0.576,79.8
Credit_R,September,1986,0.552931,196.05
Credit_R,September,1987,0.53962964,122.95
Credit_R,September,1988,0.5592,73.15
Credit_R,September,1989,0.5018182,62.075
Credit_R,September,1990,0.5790909,104.025
Credit_R,September,1991,0.4673077,64.65
Credit_R,September,1992,0.53818184,110.525
Credit_R,September,1993,0.6738461,100.475
Credit_R,September,1994,0.5860869,59.225
Credit_R,September,1995,0.5872727,60.5
Credit_R,September,1996,0.63416666,135.925
Credit_R,September,1997,0.7222222,71.125
Credit_R,September,1998,0.7016,57.3
Credit_R,September,1999,0.748,96.8
Credit_R,September,2000,0.6,80.025
Credit_R,September,2001,0.726,101.7
Credit_R,September,2002,0.63733333,56.75
Credit_R,September,2003,0.6106667,103.85
Credit_R,September,2004,0.5693333,51.65
Credit_R,September,2005,0.814,83.725
Credit_R,September,2006,0.698,102.525
Credit_R,September,2007,0.6993333,47.075
Credit_R,September,2008,0.6713333,99.975
Credit_R,September,2009,0.716,51.825
Credit_R,September,2010,0.91,134.425
Credit_R,September,2011,0.538,136.5
Don_R,April,1979,2.86375,108.65
Don_R,April,1980,2.88,96.4
Don_R,April,1981,3.1875,72.1
Don_R,April,1982,1.8775,50.85
Don_R,April,1983,0.525,95.5
Don_R,April,1984,3.85,77.1
Don_R,April,1985,1.0666667,59.5
Don_R,April,1986,0.88,56.25
Don_R,April,1987,0.7322222,55.05
Don_R,April,1988,1.104,74.075
Don_R,April,1989,1.624,41.2
Don_R,April,1990,1.195,69.6
Don_R,April,1991,1.0045455,112.275
Don_R,April,1992,1.1885715,96.4
Don_R,April,1993,1.1783333,101.05
Don_R,April,1994,1.75,86.825
Don_R,April,1995,2.2845454,78.575
Don_R,April,1996,1.1133333,102.25
Don_R,April,1997,0.38,45.575
Don_R,April,1998,1.69,66.425
Don_R,April,1999,3.23,60.325
Don_R,April,2000,1.9933333,98.725
Don_R,April,2001,1.48,39.175
Don_R,April,2003,0.81,65.8
Don_R,April,2004,1.67,53.5
Don_R,April,2005,1.685,103.35
Don_R,April,2007,2.38,78.825
Don_R,April,2008,1.795,55.3
Don_R,April,2010,0.58,52.65
Don_R,April,2011,2.2,146.225
Don_R,August,1979,1.7418182,99.85
Don_R,August,1980,2.492,71.675
Don_R,August,1981,0.788,131.75
Don_R,August,1982,1.0166667,75.775
Don_R,August,1983,0.64,52.2
Don_R,August,1984,2.128,122
Don_R,August,1985,0.99444443,120
Don_R,August,1986,0.8242857,92.4
Don_R,August,1987,0.5871429,89.625
Don_R,August,1988,0.77,87.9
Don_R,August,1989,1.4042857,40.05
Don_R,August,1990,0.766,101.25
Don_R,August,1991,0.93833333,68.725
Don_R,August,1992,0.915,105.8
Don_R,August,1993,1.2255555,46.175
Don_R,August,1994,1.073,99.525
Don_R,August,1995,0.985,96.625
Don_R,August,1996,1,44.9
Don_R,August,1998,1.12,59.85
Don_R,August,1999,1.3,68.275
Don_R,August,2000,1.4828571,86.425
Don_R,August,2001,3.02,56.875
Don_R,August,2002,3.63,31.875
Don_R,August,2003,1.555,55.775
Don_R,August,2004,1.365,90.25
Don_R,August,2005,4.145,84.6
Don_R,August,2006,3.71,60.3
Don_R,August,2007,3.635,81.175
Don_R,August,2008,1.45,55.65
Don_R,August,2009,0.925,89.725
Don_R,August,2010,0.57,79.65
Don_R,August,2011,2.5,71.575
Don_R,July,1979,0.78,62.775
Don_R,July,1980,5.92,139.65
Don_R,July,1981,0.986,77.925
Don_R,July,1982,0.88,52.25
Don_R,July,1983,0.50375,81.025
Don_R,July,1984,1.114,58.25
Don_R,July,1985,2.42,81.125
Don_R,July,1986,0.605,103.625
Don_R,July,1987,0.6766667,90.475
Don_R,July,1988,0.79,75.65
Don_R,July,1989,1.845,58.525
Don_R,July,1990,1.04,85.825
Don_R,July,1991,1.0642858,71.3
Don_R,July,1992,1.142,143.4
Don_R,July,1993,1.35,64.175
Don_R,July,1994,1.193,90.075
Don_R,July,1995,0.83666664,100.875
Don_R,July,1996,1.2,95.9
Don_R,July,1998,1.04,54.375
Don_R,July,2000,0.54,57.075
Don_R,July,2001,2.12,35.95
Don_R,July,2002,2.795,53.3
Don_R,July,2003,1.36,75.7
Don_R,July,2004,2.05,83.375
Don_R,July,2005,2.66,74.9
Don_R,July,2006,2.33,109.725
Don_R,July,2007,2.9,92.825
Don_R,July,2008,1.925,114.375
Don_R,July,2009,1.13,112.4
Don_R,July,2010,0.7,83.4
Don_R,July,2011,3.3,82.45
Don_R,June,1979,2.4433334,86.4
Don_R,June,1980,8.242,99.15
Don_R,June,1981,1.526,118.1
Don_R,June,1982,1.316,98.4
Don_R,June,1983,0.32,61.1
Don_R,June,1984,1.562,51.8
Don_R,June,1985,1.4366666,59.275
Don_R,June,1986,0.6625,97.375
Don_R,June,1987,0.625,100.45
Don_R,June,1988,0.75,53.225
Don_R,June,1989,2.225,88.6
Don_R,June,1990,1.3016666,76.25
Don_R,June,1991,0.8142857,20.975
Don_R,June,1992,1.2833333,59.1
Don_R,June,1993,1.3807693,110.25
Don_R,June,1994,1.3790909,102.95
Don_R,June,1995,1.0125,64.9
Don_R,June,1996,1.6485714,88.875
Don_R,June,1998,2.25,70.75
Don_R,June,1999,2.78,69.975
Don_R,June,2000,1.58,137.475
Don_R,June,2001,1.8,68.525
Don_R,June,2002,2.39,100.95
Don_R,June,2003,1.5433333,67.575
Don_R,June,2004,2.14,76.775
Don_R,June,2005,4.06,61.825
Don_R,June,2006,5.21,68
Don_R,June,2007,4.58,55.55
Don_R,June,2008,2.3266666,120.9
Don_R,June,2009,0.84,90.3
Don_R,June,2010,2.35,147.65
Don_R,June,2011,2.6,103.425
Don_R,May,1979,1.7628572,92.325
Don_R,May,1980,2.056,63.675
Don_R,May,1981,2.012,81.475
Don_R,May,1982,1.178,48.65
Don_R,May,1983,0.598,131.175
Don_R,May,1984,1.492,102.275
Don_R,May,1985,1.87,76.2
Don_R,May,1986,0.62375,93.5
Don_R,May,1987,1.125,61.125
Don_R,May,1988,0.9,37.05
Don_R,May,1989,2.025,92.275
Don_R,May,1990,0.98142856,86.675
Don_R,May,1991,0.81222224,102.425
Don_R,May,1992,1.0475,61.025
Don_R,May,1993,1.0875,62.375
Don_R,May,1994,1.122,72.525
Don_R,May,1995,1.661,95.6
Don_R,May,1996,0.82666665,68.525
Don_R,May,1998,1.8,51
Don_R,May,1999,3.69,46.1
Don_R,May,2000,2.4933333,126.975
Don_R,May,2001,1.48,90.675
Don_R,May,2002,2.28,92.75
Don_R,May,2003,0.715,132.45
Don_R,May,2004,2.225,137.375
Don_R,May,2005,3.815,28.35
Don_R,May,2007,3.45,64.05
Don_R,May,2011,0.82,124.55
Don_R,October,1979,2.5066667,78.3
Don_R,October,1980,2.976,81.15
Don_R,October,1981,1.62,108.925
Don_R,October,1982,0.815,48.875
Don_R,October,1983,2.62,100.95
Don_R,October,1984,0.3875,47.275
Don_R,October,1985,0.7,98.1
Don_R,October,1986,0.794375,75.325
Don_R,October,1987,1.45,69.125
Don_R,October,1988,0.8022222,106.85
Don_R,October,1989,1.19,75.625
Don_R,October,1990,1.385,115.125
Don_R,October,1991,1.4733334,96.575
Don_R,October,1992,1.51875,57.95
Don_R,October,1993,1.755,83.5
Don_R,October,1994,0.8869231,45.75
Don_R,October,1995,1.3142858,135.875
Don_R,October,1996,2.32,80.325
Don_R,October,1998,4.43,44.7
Don_R,October,1999,2.26,65.875
Don_R,October,2000,4.765,44.975
Don_R,October,2001,2.6,128.65
Don_R,October,2002,3.855,64.225
Don_R,October,2003,3.3533332,96.775
Don_R,October,2004,5.845,66.075
Don_R,October,2005,3.255,62.975
Don_R,October,2006,3.015,137.45
Don_R,October,2007,5.3,74.975
Don_R,October,2008,2.665,54.7
Don_R,October,2009,0.79,100.2
Don_R,October,2010,0.74,56.3
Don_R,October,2011,0.83,117.7
Don_R,September,1979,5.65,53.075
Don_R,September,1980,3.63,91.175
Don_R,September,1981,2.854,151.925
Don_R,September,1982,0.45,102.933334
Don_R,September,1983,1.5625,76.525
Don_R,September,1984,3.5,72.3
Don_R,September,1985,1.9,79.8
Don_R,September,1986,1.1983334,196.05
Don_R,September,1987,1,122.95
Don_R,September,1988,1.0875,73.15
Don_R,September,1989,1.202,62.075
Don_R,September,1990,1.004,104.025
Don_R,September,1991,0.97,64.65
