station,nutrient,datetime,value
ON02GC1700,TP,2011-11-29 17:00:00,0.524
ON02GC1700,TP,2011-12-13 17:00:00,0.126
ON02GC1700,TP,2012-01-10 17:00:00,0.089
ON02GC1700,TP,2012-01-17 17:00:00,0.084
ON02GC1700,TP,2012-01-23 17:00:00,0.074
ON02GC1700,TP,2012-01-31 17:00:00,0.081
ON02GC1700,TP,2012-02-06 17:00:00,0.072
ON02GC1700,TP,2012-02-13 17:00:00,0.045
ON02GC1700,TP,2012-02-21 17:00:00,0.045
ON02GC1700,TP,2012-02-28 17:00:00,0.06
ON02GC1700,TP,2012-03-05 17:00:00,0.179
ON02GC1700,TP,2012-03-12 16:00:00,0.056
ON02GC1700,TP,2012-03-20 16:00:00,0.058
ON02GC1700,TP,2012-03-26 16:00:00,0.056
ON02GC1700,TP,2012-04-02 16:00:00,0.03
ON02GC1700,TP,2012-04-10 16:00:00,0.036
ON02GE1000,TP,2012-01-17 17:00:00,0.105
ON02GE1000,TP,2012-01-23 17:00:00,0.088
ON02GE1000,TP,2012-01-31 17:00:00,0.062
ON02GE1000,TP,2012-02-06 17:00:00,0.063
ON02GE1000,TP,2012-02-13 17:00:00,0.053
ON02GE1000,TP,2012-02-21 17:00:00,0.054
ON02GE1000,TP,2012-02-28 17:00:00,0.061
ON02GE1000,TP,2012-03-05 17:00:00,0.092
ON02GE1000,TP,2012-03-12 16:00:00,0.056
ON02GE1000,TP,2012-03-20 16:00:00,0.053
ON02GE1000,TP,2012-03-26 16:00:00,0.056
ON02GE1000,TP,2012-04-02 16:00:00,0.029
ON02GE1000,TP,2012-04-10 16:00:00,0.036
ON02GE1000,TP,2012-04-16 16:00:00,0.039
ON02GE1000,TP,2012-06-11 16:00:00,0.12
ON02GE1000,TP,2012-06-18 16:00:00,0.082
ON02GE1000,TP,2012-06-25 16:00:00,0.136
ON02GE1000,TP,2012-07-03 16:00:00,0.1
ON02GE1000,TP,2012-07-23 16:00:00,0.057
ON02GE1000,TP,2012-07-30 16:00:00,0.158
ON02GE1000,TP,2012-08-07 16:00:00,0.087
ON02GE1000,TP,2012-08-27 16:00:00,0.069
ON02GE1000,TP,2012-09-04 16:00:00,0.091
ON02GE1000,TP,2012-09-10 15:20:00,0.203
ON02GE1000,TP,2012-09-18 16:56:00,0.113
ON02GE1000,TP,2012-09-24 15:23:00,0.116
ON02GE1000,TP,2012-10-01 14:35:00,0.1
ON02GE1000,TP,2012-10-09 14:30:00,0.076
ON02GE1000,TP,2012-10-16 14:45:00,0.082
ON02GE1000,TP,2012-10-23 16:15:00,0.093
ON02GE1000,TP,2012-11-05 16:15:00,0.118
ON02GE1000,TP,2012-11-19 17:40:00,0.053
ON02GC1700,TDP,2011-11-29 17:00:00,0.136
ON02GC1700,TDP,2011-12-13 17:00:00,0.069
ON02GC1700,TDP,2012-01-10 17:00:00,0.043
ON02GC1700,TDP,2012-01-17 17:00:00,0.035
ON02GC1700,TDP,2012-01-23 17:00:00,0.038
ON02GC1700,TDP,2012-01-31 17:00:00,0.037
ON02GC1700,TDP,2012-02-06 17:00:00,0.041
ON02GC1700,TDP,2012-02-13 17:00:00,0.024
ON02GC1700,TDP,2012-02-21 17:00:00,0.019
ON02GC1700,TDP,2012-02-28 17:00:00,0.018
ON02GC1700,TDP,2012-03-05 17:00:00,0.017
ON02GC1700,TDP,2012-03-12 16:00:00,0.026
ON02GC1700,TDP,2012-03-20 16:00:00,0.022
ON02GC1700,TDP,2012-03-26 16:00:00,0.008
ON02GC1700,TDP,2012-04-02 16:00:00,0.008
ON02GC1700,TDP,2012-04-10 16:00:00,0.007
ON02GE1000,TDP,2012-01-17 17:00:00,0.036
ON02GE1000,TDP,2012-01-23 17:00:00,0.038
ON02GE1000,TDP,2012-01-31 17:00:00,0.032
ON02GE1000,TDP,2012-02-06 17:00:00,0.038
ON02GE1000,TDP,2012-02-13 17:00:00,0.024
ON02GE1000,TDP,2012-02-21 17:00:00,0.019
ON02GE1000,TDP,2012-02-28 17:00:00,0.016
ON02GE1000,TDP,2012-03-05 17:00:00,0.021
ON02GE1000,TDP,2012-03-12 16:00:00,0.022
ON02GE1000,TDP,2012-03-20 16:00:00,0.022
ON02GE1000,TDP,2012-03-26 16:00:00,0.008
ON02GE1000,TDP,2012-04-02 16:00:00,0.008
ON02GE1000,TDP,2012-04-10 16:00:00,0.008
ON02GE1000,TDP,2012-04-16 16:00:00,0.008
ON02GE1000,TDP,2012-06-11 16:00:00,0.042
ON02GE1000,TDP,2012-06-18 16:00:00,0.03
ON02GE1000,TDP,2012-06-25 16:00:00,0.043
ON02GE1000,TDP,2012-07-03 16:00:00,0.044
ON02GE1000,TDP,2012-07-23 16:00:00,0.009
ON02GE1000,TDP,2012-07-30 16:00:00,0.01
ON02GE1000,TDP,2012-08-07 16:00:00,0.01
ON02GE1000,TDP,2012-08-27 16:00:00,0.01
ON02GE1000,TDP,2012-09-04 16:00:00,0.024
ON02GE1000,TDP,2012-09-10 15:20:00,0.045
ON02GE1000,TDP,2012-09-18 16:56:00,0.038
ON02GE1000,TDP,2012-09-24 15:23:00,0.044
ON02GE1000,TDP,2012-10-01 14:35:00,0.041
ON02GE1000,TDP,2012-10-09 14:30:00,0.01
ON02GE1000,TDP,2012-10-16 14:45:00,0.018
ON02GE1000,TDP,2012-10-23 16:15:00,0.04
ON02GE1000,TDP,2012-11-05 16:15:00,0.046
ON02GE1000,TDP,2012-11-19 17:40:00,0.032
ON02GC1700,SRP,2012-04-02 16:00:00,0
ON02GC1700,SRP,2012-04-10 16:00:00,0.007
ON02GD9041,SRP,2016-06-16 16:00:00,0.151
ON02GD9041,SRP,2016-07-04 19:09:00,0.036
ON02GD9041,SRP,2016-07-11 16:31:00,0.098
ON02GD9041,SRP,2016-07-25 17:16:00,0.082
ON02GD9041,SRP,2016-08-08 17:20:00,0.067
ON02GD9041,SRP,2016-08-17 17:24:00,0.179
ON02GD9041,SRP,2016-08-22 17:45:00,0.114
ON02GD9041,SRP,2016-08-29 16:00:00,0.088
ON02GD9041,SRP,2016-09-06 18:00:00,0.037
ON02GD9041,SRP,2016-09-19 17:15:00,0.077
ON02GD9041,SRP,2016-10-03 18:05:00,0.182
ON02GD9041,SRP,2016-10-17 16:33:00,0.217
ON02GD9041,SRP,2016-10-31 17:15:00,0.099
ON02GD9041,SRP,2016-11-14 18:22:00,0.041
ON02GD9041,SRP,2016-11-28 18:55:00,0.038
ON02GD9041,SRP,2017-01-23 20:03:00,0.049
ON02GD9041,SRP,2017-02-13 18:22:00,0.026
ON02GD9041,SRP,2017-03-20 18:11:00,0.02
ON02GD9041,SRP,2017-04-04 18:18:00,0.078
ON02GD9041,SRP,2017-04-18 17:14:00,0.017
ON02GD9041,SRP,2017-05-02 16:54:00,0.02
ON02GD9041,SRP,2017-05-09 17:45:00,0.025
ON02GD9041,SRP,2017-05-16 17:35:00,0.011
ON02GD9041,SRP,2017-05-30 17:30:00,0.025
ON02GD9041,SRP,2017-06-13 17:16:00,0.066
ON02GD9041,SRP,2017-06-27 17:23:00,0.053
ON02GD9041,SRP,2017-07-11 17:28:00,0.066
ON02GD9041,SRP,2017-07-25 17:40:00,0.032
ON02GD9041,SRP,2017-08-08 18:24:00,0.03
ON02GD9041,SRP,2017-08-22 16:52:00,0.024
ON02GD9041,SRP,2017-09-05 17:14:00,0.009
ON02GD9041,SRP,2017-09-18 16:36:00,0.022
ON02GD9041,SRP,2017-10-03 17:22:00,0.01
ON02GD9041,SRP,2017-10-17 16:41:00,0.126
ON02GD9041,SRP,2017-10-31 17:00:00,0.055
ON02GD9041,SRP,2017-11-14 18:02:00,0.046
ON02GD9041,SRP,2017-12-12 18:24:00,0.022
ON02GD9041,SRP,2018-01-23 17:38:00,0.339
ON02GD9041,SRP,2018-02-21 17:57:00,0.192
ON02GD9041,SRP,2018-02-28 18:35:00,0.032
ON02GD9041,SRP,2018-03-21 16:38:00,0.007
ON02GD9041,SRP,2018-04-03 17:15:00,0.008
ON02GD9041,SRP,2018-04-17 18:17:00,0.078
ON02GD9041,SRP,2018-05-01 18:10:00,0.01
ON02GD9041,SRP,2018-05-15 16:56:00,0.026
ON02GD9041,SRP,2018-05-30 16:00:00,0.039
ON02GD9041,SRP,2018-06-26 16:00:00,0.056
ON02GD9041,SRP,2018-07-17 17:25:00,0.097
ON02GD9041,SRP,2018-07-31 17:38:00,0.041
ON02GD9041,SRP,2018-08-14 17:25:00,0.036
ON02GD9041,SRP,2018-08-28 17:38:00,0.06
ON02GD9041,SRP,2018-09-11 16:40:00,0.038
ON02GD9041,SRP,2018-09-25 17:40:00,0.022
ON02GD9041,SRP,2018-10-09 16:35:00,0.048
ON02GD9041,SRP,2018-10-23 16:50:00,0.013
ON02GD9048,SRP,2017-08-08 15:40:00,0.032
ON02GD9048,SRP,2017-08-22 15:10:00,0.073
ON02GD9048,SRP,2017-09-05 15:31:00,0.049
ON02GD9048,SRP,2017-09-18 15:07:00,0.083
ON02GD9048,SRP,2017-10-03 15:44:00,0.051
ON02GD9048,SRP,2017-10-17 15:07:00,0.078
ON02GD9048,SRP,2017-10-31 15:35:00,0.034
ON02GD9048,SRP,2017-11-14 16:41:00,0.031
ON02GD9048,SRP,2017-12-12 16:54:00,0.001
ON02GD9048,SRP,2018-01-23 16:28:00,0.075
ON02GD9048,SRP,2018-02-21 16:37:00,0.146
ON02GD9048,SRP,2018-02-28 17:32:00,0.066
ON02GD9048,SRP,2018-03-21 15:28:00,0.009
ON02GD9048,SRP,2018-04-03 16:07:00,0.002
ON02GD9048,SRP,2018-04-17 17:09:00,0.062
ON02GD9048,SRP,2018-05-01 16:51:00,0.001
ON02GD9048,SRP,2018-05-15 15:30:00,0.004
ON02GD9048,SRP,2018-05-30 15:17:00,0.001
ON02GD9048,SRP,2018-06-26 16:00:00,0.028
ON02GD9048,SRP,2018-07-17 15:35:00,0.054
ON02GD9048,SRP,2018-07-31 16:13:00,0.027
ON02GD9048,SRP,2018-08-14 15:21:00,0.043
ON02GD9048,SRP,2018-08-28 16:09:00,0.022
ON02GD9048,SRP,2018-09-11 15:18:00,0.014
ON02GD9048,SRP,2018-09-25 16:10:00,0.007
ON02GD9048,SRP,2018-10-09 15:20:00,0.014
ON02GD9048,SRP,2018-10-23 15:20:00,0.001
ON02GD9055,SRP,2016-06-16 16:00:00,0.03
ON02GD9055,SRP,2016-07-04 18:40:00,0.001
ON02GD9055,SRP,2016-07-11 16:03:00,0.084
ON02GD9055,SRP,2016-07-25 16:46:00,0.003
ON02GD9055,SRP,2016-08-08 17:00:00,0.002
ON02GD9055,SRP,2016-08-17 16:55:00,0.001
ON02GD9055,SRP,2016-08-22 17:13:00,0.002
ON02GD9055,SRP,2016-08-29 16:00:00,0
ON02GD9055,SRP,2016-09-06 17:26:00,0.003
ON02GD9055,SRP,2016-09-19 16:43:00,0.001
ON02GD9055,SRP,2016-10-03 17:35:00,0.001
ON02GD9055,SRP,2016-10-17 16:07:00,0.001
ON02GD9055,SRP,2016-10-31 16:41:00,0.001
ON02GD9055,SRP,2016-11-14 17:55:00,0.003
ON02GD9055,SRP,2016-11-28 18:25:00,0.004
ON02GD9055,SRP,2017-01-09 18:40:00,0.027
ON02GD9055,SRP,2017-01-23 18:43:00,0.083
ON02GD9055,SRP,2017-02-13 17:36:00,0.018
ON02GD9055,SRP,2017-03-20 16:59:00,0.01
ON02GD9055,SRP,2017-04-04 17:02:00,0.006
ON02GD9055,SRP,2017-04-18 16:28:00,0.001
ON02GD9056,SRP,2016-06-16 16:00:00,0.038
ON02GD9056,SRP,2016-07-04 15:07:00,0.001
ON02GD9056,SRP,2016-07-11 14:12:00,0.001
ON02GD9056,SRP,2016-07-25 15:00:00,0.002
ON02GD9056,SRP,2016-08-08 14:55:00,0.002
ON02GD9056,SRP,2016-08-17 14:35:00,0.03
ON02GD9056,SRP,2016-08-22 15:06:00,0.008
ON02GD9056,SRP,2016-08-29 16:00:00,0.042
ON02GD9056,SRP,2016-09-06 15:14:00,0.003
ON02GD9056,SRP,2016-09-19 14:34:00,0.005
ON02GD9056,SRP,2016-10-03 15:07:00,0.031
ON02GD9056,SRP,2016-10-17 14:22:00,0.007
ON02GD9056,SRP,2016-10-31 14:38:00,0.012
ON02GD9056,SRP,2016-11-14 15:41:00,0.006
ON02GD9056,SRP,2016-11-28 16:02:00,0.008
ON02GD9056,SRP,2016-12-12 15:36:00,0.005
ON02GD9056,SRP,2017-01-09 15:41:00,0.035
ON02GD9056,SRP,2017-01-23 16:15:00,0.057
ON02GD9056,SRP,2017-02-13 15:30:00,0.035
ON02GD9056,SRP,2017-03-20 14:49:00,0.016
ON02GD9056,SRP,2017-04-04 14:52:00,0.021
ON02GD9056,SRP,2017-04-18 14:17:00,0.004
ON02GD9056,SRP,2017-05-02 13:57:00,0.019
ON02GD9056,SRP,2017-05-09 14:35:00,0.045
ON02GD9056,SRP,2017-05-16 14:25:00,0.005
ON02GD9056,SRP,2017-05-30 14:26:00,0.037
ON02GD9056,SRP,2017-06-13 14:00:00,0.01
ON02GD9056,SRP,2017-06-27 13:55:00,0.02
ON02GD9056,SRP,2017-07-11 14:11:00,0.001
ON02GD9056,SRP,2017-07-25 14:00:00,0.02
ON02GD9056,SRP,2017-08-08 14:01:00,0.024
ON02GD9056,SRP,2017-08-22 13:52:00,0.012
ON02GD9056,SRP,2017-09-05 13:57:00,0.004
ON02GD9056,SRP,2017-09-18 13:48:00,0.003
ON02GD9056,SRP,2017-10-03 14:15:00,0.002
ON02GD9056,SRP,2017-10-17 13:44:00,0.027
ON02GD9056,SRP,2017-10-31 14:11:00,0.016
ON02GD9056,SRP,2017-11-14 15:06:00,0.014
ON02GD9056,SRP,2017-12-12 15:18:00,0.006
ON02GD9056,SRP,2018-01-23 15:12:00,0.09
ON02GD9056,SRP,2018-02-21 14:51:00,0.152
ON02GD9056,SRP,2018-02-28 15:15:00,0.077
ON02GD9056,SRP,2018-03-21 14:02:00,0.001
ON02GD9056,SRP,2018-04-03 13:33:00,0.001
ON02GD9056,SRP,2018-04-17 13:53:00,0.096
ON02GD9056,SRP,2018-05-01 14:14:00,0.001
ON02GD9056,SRP,2018-05-15 13:52:00,0.004
ON02GD9056,SRP,2018-05-30 13:53:00,0.026
ON02GD9056,SRP,2018-06-26 16:00:00,0.071
ON02GD9056,SRP,2018-07-17 13:57:00,0.002
ON02GD9056,SRP,2018-07-31 13:46:00,0.016
ON02GD9056,SRP,2018-08-14 13:36:00,0.015
ON02GD9056,SRP,2018-08-28 13:50:00,0.072
ON02GD9056,SRP,2018-09-11 14:00:00,0.026
ON02GD9056,SRP,2018-09-25 15:45:00,0.002
ON02GD9056,SRP,2018-10-09 14:02:00,0.04
ON02GD9056,SRP,2018-10-23 14:10:00,0.008
ON02GD9057,SRP,2017-04-04 16:35:00,0.014
ON02GD9057,SRP,2017-04-18 15:44:00,0.001
ON02GD9057,SRP,2017-05-02 15:22:00,0.034
ON02GD9057,SRP,2017-05-09 16:00:00,0.052
ON02GD9057,SRP,2017-05-16 16:00:00,0.002
ON02GD9057,SRP,2017-05-30 15:51:00,0.003
ON02GD9057,SRP,2017-06-13 15:34:00,0.002
ON02GD9057,SRP,2017-06-27 15:35:00,0.004
ON02GD9057,SRP,2017-07-11 15:47:00,0
ON02GD9057,SRP,2017-07-25 15:32:00,0.001
ON02GD9057,SRP,2017-08-08 16:09:00,0.001
ON02GD9057,SRP,2017-08-22 15:31:00,0.016
ON02GD9057,SRP,2017-09-05 15:51:00,0.056
ON02GD9057,SRP,2017-09-18 15:26:00,0.002
ON02GD9057,SRP,2017-10-03 16:11:00,0.008
ON02GD9057,SRP,2017-10-17 15:24:00,0.078
ON02GD9057,SRP,2017-10-31 15:57:00,0.036
ON02GD9057,SRP,2017-11-14 16:58:00,0.028
ON02GD9057,SRP,2018-05-01 17:10:00,0
ON02GD9057,SRP,2018-05-15 15:52:00,0.001
ON02GD9057,SRP,2018-05-30 15:36:00,0.007
ON02GD9057,SRP,2018-06-26 16:00:00,0.011
ON02GD9057,SRP,2018-07-17 15:59:00,0
ON02GD9057,SRP,2018-07-31 16:30:00,0.001
ON02GD9057,SRP,2018-08-14 15:48:00,0.002
ON02GD9057,SRP,2018-08-28 16:30:00,0.007
ON02GD9057,SRP,2018-09-11 15:30:00,0.001
ON02GD9057,SRP,2018-09-25 16:25:00,0.002
ON02GD9057,SRP,2018-10-09 15:40:00,0.001
ON02GD9057,SRP,2018-10-23 15:40:00,0.003
ON02GD9058,SRP,2017-01-23 19:27:00,0.024
ON02GD9058,SRP,2017-01-23 19:50:00,0.043
ON02GD9058,SRP,2017-02-13 18:07:00,0.009
ON02GD9058,SRP,2017-03-20 17:30:00,0.036
ON02GD9058,SRP,2017-03-20 17:30:00,0.004
ON02GD9058,SRP,2017-04-04 18:00:00,0.06
ON02GD9058,SRP,2017-04-04 18:00:00,0.026
ON02GD9058,SRP,2017-04-18 16:57:00,0.005
ON02GD9058,SRP,2017-05-02 16:37:00,0.003
ON02GD9058,SRP,2017-05-09 17:17:00,0.003
ON02GD9058,SRP,2017-05-16 17:20:00,0.002
ON02GD9058,SRP,2017-05-30 17:13:00,0.014
ON02GD9058,SRP,2017-06-13 16:55:00,0.005
ON02GD9058,SRP,2017-06-27 16:56:00,0.009
ON02GD9058,SRP,2017-06-27 17:00:00,0.099
ON02GD9058,SRP,2017-07-11 17:08:00,0.006
ON02GD9058,SRP,2017-07-25 17:10:00,0.157
ON02GD9058,SRP,2017-07-25 17:10:00,0.012
ON02GD9058,SRP,2017-08-08 17:27:00,0.103
ON02GD9058,SRP,2017-08-08 17:27:00,0.01
ON02GD9058,SRP,2017-08-22 16:27:00,0.033
ON02GD9058,SRP,2017-08-22 16:27:00,0.008
ON02GD9058,SRP,2017-09-05 16:50:00,0.064
ON02GD9058,SRP,2017-09-05 16:50:00,0.005
ON02GD9058,SRP,2017-09-18 16:19:00,0.003
ON02GD9058,SRP,2017-10-03 17:05:00,0.003
ON02GD9058,SRP,2017-10-17 16:21:00,0.004
ON02GD9058,SRP,2017-10-17 16:21:00,0.08
ON02GD9058,SRP,2017-10-31 16:46:00,0.008
ON02GD9058,SRP,2017-11-14 17:48:00,0.02
ON02GD9058,SRP,2017-12-12 18:09:00,0.006
ON02GD9058,SRP,2018-01-23 17:23:00,0.162
ON02GD9058,SRP,2018-02-21 17:40:00,0.1
ON02GD9058,SRP,2018-02-21 17:40:00,0.058
ON02GD9058,SRP,2018-02-28 18:22:00,0.02
ON02GD9058,SRP,2018-03-21 16:22:00,0.007
ON02GD9058,SRP,2018-04-03 17:00:00,0.005
ON02GD9058,SRP,2018-04-17 18:04:00,0.017
ON02GD9058,SRP,2018-05-01 17:56:00,0.006
ON02GD9058,SRP,2018-05-15 16:43:00,0.022
ON02GD9058,SRP,2018-05-30 16:23:00,0.008
ON02GD9058,SRP,2018-06-26 16:00:00,0.012
ON02GD9058,SRP,2018-07-17 17:48:00,0.005
ON02GD9058,SRP,2018-07-31 17:20:00,0.004
ON02GD9058,SRP,2018-08-14 17:05:00,0.003
ON02GD9058,SRP,2018-08-28 17:27:00,0.001
ON02GD9058,SRP,2018-09-11 16:28:00,0.021
ON02GD9058,SRP,2018-09-25 17:20:00,0.018
ON02GD9058,SRP,2018-10-09 16:19:00,0.009
ON02GD9058,SRP,2018-10-23 16:40:00,0.016
ON02GD9059,SRP,2017-04-18 13:48:00,0.007
ON02GD9059,SRP,2017-05-02 13:30:00,0.01
ON02GD9059,SRP,2017-05-09 14:05:00,0.041
ON02GD9059,SRP,2017-05-16 14:00:00,0.004
ON02GD9059,SRP,2017-05-30 13:58:00,0.006
ON02GD9059,SRP,2017-06-13 13:30:00,0.008
ON02GD9059,SRP,2017-06-27 13:26:00,0.005
ON02GD9059,SRP,2017-07-11 13:37:00,0.003
ON02GD9059,SRP,2017-07-25 13:29:00,0.009
ON02GD9059,SRP,2017-08-08 13:26:00,0.019
ON02GD9059,SRP,2017-08-22 13:18:00,0.009
ON02GD9059,SRP,2017-09-05 17:26:00,0.004
ON02GD9059,SRP,2017-09-18 13:20:00,0.002
ON02GD9059,SRP,2017-10-03 13:44:00,0.003
ON02GD9059,SRP,2017-10-17 13:16:00,0.016
ON02GD9059,SRP,2017-10-31 13:40:00,0.009
ON02GD9059,SRP,2017-11-14 14:37:00,0.018
ON02GD9059,SRP,2017-12-12 14:42:00,0.002
ON02GD9059,SRP,2018-01-23 14:42:00,0.206
ON02GD9059,SRP,2018-02-21 14:17:00,0.185
ON02GD9059,SRP,2018-02-28 14:47:00,0.041
ON02GD9059,SRP,2018-03-21 13:44:00,0.01
ON02GD9059,SRP,2018-04-03 13:09:00,0.003
ON02GD9059,SRP,2018-04-17 13:27:00,0.108
ON02GD9059,SRP,2018-05-01 13:49:00,0.002
ON02GD9059,SRP,2018-05-15 13:21:00,0.009
ON02GD9059,SRP,2018-05-30 13:27:00,0.009
ON02GD9059,SRP,2018-06-26 16:00:00,0.05
ON02GD9059,SRP,2018-07-17 13:27:00,0.11
ON02GD9059,SRP,2018-07-31 13:22:00,0.008
ON02GD9059,SRP,2018-08-14 13:20:00,0.021
ON02GD9059,SRP,2018-08-28 13:25:00,0.07
ON02GD9059,SRP,2018-09-11 13:35:00,0.004
ON02GD9059,SRP,2018-09-25 18:10:00,0.008
ON02GD9059,SRP,2018-10-09 13:35:00,0.045
ON02GD9059,SRP,2018-10-23 13:40:00,0.002
ON02GD9060,SRP,2017-04-18 15:54:00,0.001
ON02GD9060,SRP,2017-05-02 15:38:00,0.004
ON02GD9060,SRP,2017-05-09 16:12:00,0.057
ON02GD9060,SRP,2017-05-16 16:15:00,0.002
ON02GD9060,SRP,2017-05-30 16:08:00,0.004
ON02GD9060,SRP,2017-06-13 15:48:00,0.004
ON02GD9060,SRP,2017-06-27 15:52:00,0.016
ON02GD9060,SRP,2017-07-11 16:05:00,0.003
ON02GD9060,SRP,2017-07-25 15:47:00,0.017
ON02GD9060,SRP,2017-08-08 16:27:00,0.047
ON02GD9061,SRP,2017-05-09 16:44:00,0.026
ON02GD9061,SRP,2017-05-16 16:46:00,0.003
ON02GD9061,SRP,2017-05-30 16:41:00,0.004
ON02GD9061,SRP,2017-06-13 16:22:00,0
ON02GD9061,SRP,2017-06-27 16:24:00,0.011
ON02GD9061,SRP,2017-07-11 16:38:00,0.002
ON02GD9061,SRP,2017-07-25 16:23:00,0.002
ON02GD9061,SRP,2017-08-08 17:01:00,0.003
ON02GD9061,SRP,2017-08-22 15:56:00,0.002
ON02GD9061,SRP,2017-09-05 16:20:00,0.001
ON02GD9061,SRP,2017-09-18 15:52:00,0.001
ON02GD9061,SRP,2017-10-03 16:37:00,0.001
ON02GD9061,SRP,2017-10-17 15:57:00,0.049
ON02GD9061,SRP,2017-10-31 16:21:00,0.002
ON02GD9061,SRP,2017-11-14 17:23:00,0.008
ON02GD9061,SRP,2017-12-12 17:36:00,0.002
ON02GD9061,SRP,2018-01-23 16:56:00,0.203
ON02GD9061,SRP,2018-02-21 17:12:00,0.138
ON02GD9061,SRP,2018-02-28 17:59:00,0.052
ON02GD9061,SRP,2018-03-21 15:38:00,0.016
ON02GD9061,SRP,2018-04-03 16:38:00,0.003
ON02GD9061,SRP,2018-04-17 17:39:00,0.087
ON02GD9061,SRP,2018-05-01 17:33:00,0.001
ON02GD9061,SRP,2018-05-15 16:16:00,0.002
ON02GD9061,SRP,2018-05-30 15:58:00,0
ON02GD9061,SRP,2018-06-26 16:00:00,0.009
ON02GD9061,SRP,2018-07-17 16:32:00,0
ON02GD9061,SRP,2018-07-31 16:53:00,0.001
ON02GD9061,SRP,2018-08-14 16:12:00,0.001
ON02GD9061,SRP,2018-08-28 16:56:00,0.024
ON02GD9061,SRP,2018-09-11 15:54:00,0.001
ON02GD9061,SRP,2018-09-25 16:45:00,0.001
ON02GD9061,SRP,2018-10-09 15:55:00,0.01
ON02GD9061,SRP,2018-10-23 16:10:00,0.003
ON02GE0004,SRP,2016-06-16 16:00:00,0.117
ON02GE0004,SRP,2016-07-04 16:10:00,0.075
ON02GE0004,SRP,2016-07-11 14:53:00,0.063
ON02GE0004,SRP,2016-07-25 15:33:00,0.102
ON02GE0004,SRP,2016-08-08 15:34:00,0.15
ON02GE0004,SRP,2016-08-17 15:13:00,0.087
ON02GE0004,SRP,2016-08-22 15:50:00,0.109
ON02GE0004,SRP,2016-08-29 16:00:00,0.064
ON02GE0004,SRP,2016-09-06 15:55:00,0.034
ON02GE0004,SRP,2016-09-19 15:15:00,0.08
ON02GE0004,SRP,2016-10-03 15:54:00,0.05
ON02GE0004,SRP,2016-10-17 14:57:00,0.11
ON02GE0004,SRP,2016-10-31 15:25:00,0.064
ON02GE0004,SRP,2016-11-14 16:32:00,0.025
ON02GE0004,SRP,2016-11-28 16:54:00,0.017
ON02GE0004,SRP,2017-01-09 16:32:00,0.055
ON02GE0004,SRP,2017-01-23 17:05:00,0.064
ON02GE0004,SRP,2017-02-13 16:13:00,0.032
ON02GE0004,SRP,2017-03-20 15:36:00,0.022
ON02GE0004,SRP,2017-04-04 15:52:00,0.017
ON02GE0004,SRP,2017-04-18 15:01:00,0.004
ON02GE0004,SRP,2017-05-02 14:33:00,0.01
ON02GE0004,SRP,2017-05-09 15:10:00,0.052
ON02GE0004,SRP,2017-05-16 15:05:00,0.007
ON02GE0004,SRP,2017-05-30 15:00:00,0.012
ON02GE0004,SRP,2017-06-13 16:45:00,0.059
ON02GE0004,SRP,2017-06-27 14:46:00,0.031
ON02GE0004,SRP,2017-07-11 14:49:00,0.023
ON02GE0004,SRP,2017-07-25 14:44:00,0.042
ON02GE0004,SRP,2017-08-08 14:41:00,0.061
ON02GE0004,SRP,2017-08-22 14:34:00,0.125
ON02GE0004,SRP,2017-09-05 14:33:00,0.064
ON02GE0004,SRP,2017-09-18 14:32:00,0.098
ON02GE0004,SRP,2017-10-03 15:07:00,0.052
ON02GE0004,SRP,2017-10-17 14:21:00,0.064
ON02GE0004,SRP,2017-10-31 14:47:00,0.043
ON02GE0004,SRP,2017-11-14 15:55:00,0.047
ON02GE0004,SRP,2017-12-12 15:59:00,0.019
ON02GE0004,SRP,2018-01-23 15:44:00,0.06
ON02GE0004,SRP,2018-02-21 15:26:00,0.132
ON02GE0004,SRP,2018-02-28 16:23:00,0.07
ON02GE0004,SRP,2018-03-21 14:36:00,0.001
ON02GE0004,SRP,2018-04-03 13:58:00,0.001
ON02GE0004,SRP,2018-04-17 14:21:00,0.068
ON02GE0004,SRP,2018-05-01 14:45:00,0.003
ON02GE0004,SRP,2018-05-15 14:24:00,0.01
ON02GE0004,SRP,2018-05-30 14:23:00,0.023
ON02GE0004,SRP,2018-06-26 16:00:00,0.061
ON02GE0004,SRP,2018-07-17 14:45:00,0.035
ON02GE0004,SRP,2018-07-31 15:29:00,0.034
ON02GE0004,SRP,2018-08-14 14:23:00,0.029
ON02GE0004,SRP,2018-08-28 15:35:00,0.046
ON02GE0004,SRP,2018-09-11 14:38:00,0.014
ON02GE0004,SRP,2018-09-25 15:00:00,0.036
ON02GE0004,SRP,2018-10-09 14:40:00,0.039
ON02GE0004,SRP,2018-10-23 14:40:00,0.018
ON02GE0005,SRP,2016-06-22 04:00:00,0.034
ON02GE0005,SRP,2016-07-11 16:00:00,0.073
ON02GE0005,SRP,2016-07-25 16:00:00,0.002
ON02GE0005,SRP,2016-08-08 16:00:00,0.032
ON02GE0005,SRP,2016-08-17 16:00:00,0.074
ON02GE0005,SRP,2016-08-22 16:00:00,0.102
ON02GE0005,SRP,2016-08-29 16:00:00,0.071
ON02GE0005,SRP,2016-09-06 16:00:00,0.035
ON02GE0005,SRP,2016-09-19 16:00:00,0.074
ON02GE0005,SRP,2016-10-03 13:20:00,0.061
